autor,link,descricao,enviado,estrelas
"Manuel Filipe Pedro","https://github.com/Manuel-Pedro/imersaoIA-aluna-google/tree/main/Projecto_final","Hodvats IA: Transformando Dados em Insights com Eficiência Hodvats IA é um sistema inovador de inteligência artificial que transforma dados brutos do Gemini em artigos PDF informativos e concisos. Através de um processo inteligente de análise e síntese, o Hodvats IA extrai as informações mais relevantes e as organiza em um formato claro e estruturado, facilitando a compreensão e o compartilhamento do conhecimento. Principais Características: Automação Inteligente: O Hodvats IA elimina a necessidade de trabalho manual na criação de relatórios, economizando tempo e recursos valiosos. Análise Avançada: A IA do sistema extrai insights valiosos dos dados, identificando padrões e tendências que podem passar despercebidos pelo olho humano. Formatação Profissional: Os artigos PDF gerados pelo Hodvats IA são visualmente atraentes e fáceis de ler, com formatação profissional e layout otimizado para impressão e compartilhamento digital. Flexibilidade e Personalização: O sistema se adapta às suas necessidades específi","Fri, 10 May 2024 21:23:00 GMT","36"
"Leonardo Meneguetti","https://github.com/leonardomeneguetti/Projeto_Alura.git","Objetivo do projeto é usar a API da Google AI Studio para buscar por um produto através uma imagem, e receber sites onde esse produto pode estar disponível.","Fri, 10 May 2024 21:27:00 GMT","3"
"Lário","https://github.com/lariodeveloper/pygeminador","Uma aplicação python com a IA Gemini do Google para ajudar programadores a melhorar o seu código.","Fri, 10 May 2024 21:30:00 GMT","3"
"Daniel Martins de Andrade","https://github.com/Danielmadr/chatbot-auxilio-rs","Chatbot de Auxílio ao RS. Este projeto é um chatbot desenvolvido em React que utiliza a API do Google Generative AI para responder a perguntas relacionadas a como ajudar as vítimas da tragédia no Rio Grande do Sul. Funcionalidades - Interface de chat interativa. - Respostas geradas pelo modelo de IA gemini-1.0-pro do Google Generative AI. - Suporte para perguntas e respostas em tempo real. - Carregamento assíncrono de mensagens. Tecnologias Utilizadas - React - Google Generative AI - CSS para estilização","Fri, 10 May 2024 21:31:00 GMT","6"
"Beatriz Lira Martins","https://github.com/beatrizliramartins/imersao-alura-google","Chatbot Educativo sobre temas sociais Informações sobre temas como Mudanças Climáticas, Direitos Humanos ou Saúde Mental, aumentando a conscientização e o engajamento da comunidade","Fri, 10 May 2024 21:33:00 GMT","3"
"Guilherme Scoz Girardi","https://github.com/guiscoz/professor_musica","Um chatbox que simula uma conversa com um professor de música. Ele irá responder apenas questão relacionadas à música. Qualquer coisa fora do tema, a IA apenas dirá que essa não é sua especialidade.","Fri, 10 May 2024 21:34:00 GMT","3"
"Marcelo Chatah","https://github.com/MChatah/Improving_Skills/settings","Aulas particulares de Inglês para crianças, adolescentes e adultos Curso preparatório para certificações internacionais. Acompanhamento Escolar","Fri, 10 May 2024 21:35:00 GMT","2"
"Weslley Souza de Alencar","https://github.com/synkodev/gemini-alura-challenge/tree/main","O projeto utiliza o Gemini para gerar recomendações e fornecer informações úteis sobre um ou mais restaurantes selecionados, com base na pergunta feita pelo usuário. O poder de aplicação disso seria, por exemplo, de facilitar a escolha de um prato dentro de uma aplicação de delivery de comida com base em restrições alimentares, preço, ingredientes específicos e muito mais.","Fri, 10 May 2024 21:40:00 GMT","4"
"Igor de Campos Alcantara Rocha","https://github.com/SirRutz/Exercicio_ImersaoIA","Exercício feito na quarta aula, com algumas alterações","Fri, 10 May 2024 21:41:00 GMT","3"
"Daniel Luan Lourenço","https://github.com/danluan/seuJOB-assistant","JOBinho é um assistente virtual inteligente criado para o portal de vagas fictício, SeuJOB. Sua principal função é oferecer suporte a candidatos que têm dúvidas sobre como estruturar ou otimizar seus currículos. Através de uma análise detalhada, JOBinho examina cada currículo, fornecendo feedback construtivo e dicas práticas para melhorias. Além disso, ele avalia os currículos com uma nota de 0 a 5, baseando-se em uma estrutura genérica e critérios específicos de avaliação. Essa pontuação ajuda os usuários a entenderem os pontos fortes e as áreas de melhoria de seus documentos, potencializando suas oportunidades no competitivo mercado de trabalho. O JOBinho está disponível no Telegram pelo link t.me/seujob_assistant_bot. Basta digitar /start que ele começará a responder suas dúvidas sobre currículos, até mesmo fazendo uma avaliação detalhando pontos fortes e fracos.","Fri, 10 May 2024 21:45:00 GMT","52"
"Anderson","https://github.com/A249999/SISTEMA_DOCUMENTOS_ALURA/blob/main/Untitled1.ipynb","SISTEMA_DOCUMENTOS_ALURA","Fri, 10 May 2024 21:45:00 GMT","2"
"Amanda Silva Torres","https://github.com/Amanda-Torres/MovieMatch","O MovieMatch é um sistema de recomendação de filmes que cria sugestões personalizadas combinando as melhores características de dois filmes distintos. Perfeito para você que está procurando um filme que combine suspense e fantasia. Ou para você que adora filmes de suspense, mas seu amigo prefere as comédias.","Fri, 10 May 2024 21:47:00 GMT","5"
"Rodrigo Ferreira Santos","https://github.com/RodrigoFs08/plim-ai/","Plim AI é uma solução inovadora que automatiza a criação de descrições para vídeos baseando-se em dados do Instagram. Utilizando o modelo Gemini do Google, nosso serviço extrai contextos de perfis públicos e, através de uma abordagem de few-shot learning, gera descrições precisas e personalizadas. Ideal para profissionais de mídia social e marketing, Plim AI aprimora a engajamento e otimiza o tempo de criação de conteúdo.","Fri, 10 May 2024 21:48:00 GMT","4"
"Elvis Rafael Gross Cardero","https://github.com/Rafagross/Alura_Imersao_IA_Challenge","Repositório do meu projeto de Análise de Sentimentos no Twitter! Aqui, eu uso técnicas de inteligência artificial para analisar as emoções expressas no Twitter. Eu utilizo a API do Twitter, Google Colab, Google AI Studio e GeminiAI em busca de análises perspicazes.","Fri, 10 May 2024 21:49:00 GMT","3"
"Rafael Felipe Inácio de Oliveira Pinto","https://github.com/IndexErr0r/Gemini-Bot","Um assistente virtual, acionado por comando de voz, que realiza ações como controlar o Spotify, criar lembretes, responder perguntas diversas, etc.","Fri, 10 May 2024 21:51:00 GMT","4"
"Fábio Meirelles","https://github.com/FabioMeirelles3/Projeto_Imersao_IA_AIrpf","Projeto desenvolvido com a API do Gemini, utilizando a versão Gemini 1.5 pro, como desafio da Imersão IA da Alura com o Google. O chatbot guia o usuário através de uma série de perguntas para avaliar a necessidade de declaração do IRPF e caso necessário, ajuda-lo a preencher. Vale ressaltar é um assistente virtual para declarações simples, caso tenha duvidas, procure um contador.","Fri, 10 May 2024 21:51:00 GMT","15"
"Thiago Márcio de Oliveira","https://github.com/thiagodf35/bot_clima_e_entreterimento/","Bot de Clima e Entreterimento na cidade de escolha. uma maneira de saber o clima e o que Visitar na cidade. #alura #google #fiap","Fri, 10 May 2024 21:53:00 GMT","4"
"Daniel Cardoso de Almeida","https://github.com/nadiel1803/Projeto-Imersao-Alura-e-Google/tree/main","Apenas um robô assistente, para tarefas diárias e fáceis de realizar. Para algo mais complicado, recomendo um ChatBot com o Gemini 1.5 pro.","Fri, 10 May 2024 21:55:00 GMT","6"
"Alicia Faria","https://github.com/nearbykatayama/GooRecipe","Olá pessoal! Para o meu projeto final, eu criei um chatbot que simula um chef de cozinha. Inicialmente eu pensei no meu pai, chef de cozinha, pois eu sempre pedi para ele sugestões de pratos para fazer, nome dos pratos, modo de preparo, e tudo mais. Eu literalmente usava ele de Google, só que da gastronomia (haha). Pensando nisso eu criei o GooRecipe para auxiliar quem busca praticidade e criatividade na cozinha, assim como eu. Com o GooRecipe, você tem acesso a um universo culinário na palma da sua mão! No GooRecipe existem duas alternativas: Me inspire: A IA identifica os ingredientes nas fotos e te dá opções de acordo com o que você tem disponível! Quero fazer esse prato: Tire uma foto de um prato e descubra o nome e o passo a passo para fazê-lo através da IA! Ao enviar a imagem em uma dessas condições, o GooRecipe retornará com a receita que você quer fazer, indredientes e modo de preparo. E no outro caso, ele retornará com três receitas diferentes possíveis de serem feitas com o que você tem em casa","Fri, 10 May 2024 21:55:00 GMT","52"
"Tiago","https://github.com/13omfim/Gemini-AI-Alura","Realizar um projeto visando divulgação de marketing turistico.","Fri, 10 May 2024 21:58:00 GMT","5"
"Terezinha Freire Carvalho de Sousa","https://github.com/terezafcsousa2/acessibilidade_imagens_imersao","Ese programa foi criado com o Google Gemini e Google Colab onde participei da imersão IA 2ª edição da Alura e do Google. Segundo o IBGE milhões de brasileiros têm deficiência visual grave ou cegueira total.Para que essas pessoas tenham uma experiência positiva ao navegar em sites, a descrição de imagens é um fator importante para que essas pessoas possam navegar com independência. Esse programa é voltado para as pessoas que criam esses sites. O programa vai pedir para você digitar uma URL de um site e vai verificar se há imagens sem descrição.","Fri, 10 May 2024 21:59:00 GMT","7"
"Vitor Vargem Julio Barbosa","https://github.com/vitorvargem27/chatbotWithGeminiAI","Projeto de Chatbot utilizando a API do Google IA Studio, que se conecta ao Gemini e que faz uma leitura de textos, imagens com textos ou áudios enviados pelo usuário e que devolve a mensagem da resposta que o Gemini propõe. Observações do projeto : As cores usadas são padrões de Acessibilidade Visual para pessoas com deficiência como autistas, além de incluir também um botão de reproduzir áudio, que caso ligado, devolve a resposta com áudio, para pessoas deficientes visuais, ou com pouco conhecimento em escrita, um projeto pensando nas funcionalidades e na acessibilidade!","Fri, 10 May 2024 22:09:00 GMT","3"
"Matheus Saggiorato da Silva","https://github.com/MatheusSaggiorato/bot_gemini_ai/","Artigos comprovam que o estudo por repetição espaçada é um dos mais eficazes quando se trata em não esquecer o conteúdo. Consiste em relembrar o que foi estudado, com flashcards resumidos, a cada certo periodo de tempo. Minha motivação para desenvolver esse pequeno projeto na imersão I.A da Alura, foi porque eu mesmo utilizo o Anki Pro para meus estudos, e precisava investir um certo tempo para criar os cards manuais quando o assunto é extenso. Como é possível importar cards em massa com o Anki, pensei em passar essa tarefa para a I.A, que pode me entregar o arquivo pronto em CSV. Link do artigo dos métodos de estudo, e de uma ótima explicação sobre repetição espaçada. https://drive.google.com/file/d/11smG-0uuOc8PU2Z0FMewuRjYac0XCmz-/view -- https://www.freecodecamp.org/portuguese/news/como-utilizar-a-repeticao-espacada-com-o-anki-para-aprender-a-programar-mais-rapidamente/","Fri, 10 May 2024 22:09:00 GMT","17"
"Adérito Isaac Gonçalo Semente","https://github.com/Hoshizakzin/Projeto-para-a-imers-o-IA-da-Alura/blob/main/Untitled1.ipynb","Projeto baseado na aula 4 da imersão IA da Alura com o Google. Um chatbot onde pessoas do mundo real podem jogar Pedra, Papel, Tesoura com o Gemini, solicitar frases motivacionais, e ainda fazer qualquer tipo de pesquisa.","Fri, 10 May 2024 22:10:00 GMT","4"
"Laura Martin Werneck","https://github.com/LauraMWerneck/Curso_Alura_Google","Este projeto utiliza inteligência artificial para criar um sistema de recomendação de livros personalizado. Através de um algoritmo inteligente, o sistema leva em consideração suas preferências de leitura (gênero, estilo, orçamento) para te indicar livros que se encaixam no seu perfil. Além disso, o sistema permite a criação de um cronograma de leitura personalizado, te ajudando a alcançar seus objetivos de leitura de forma organizada.","Fri, 10 May 2024 22:11:00 GMT","3"
"Diego Sapio Pinto Ferraz","https://github.com/DiegoSapio97/projeto_imers-o_alura_2024_ggogle/blob/main/imers%C3%A3o_alura_Projeto_Diego_Sapio.ipynb","meu projeto visa ajudar pessoas a analisarem de maneira assertiva a compatibilidade entre a vaga que deseja e seu curriculo, atualmente grande parte das empresas utilizam IA para realizar analise na triagem, além disso o codigo oferece feedback do que melhorar","Fri, 10 May 2024 22:13:00 GMT","3"
"Enzo Bozzani Martins","https://github.com/EnzoBozzani/image-ai","Disponível em: https://image-ai-enzobozzani.vercel.app/ - ImageAI é uma aplicação web construída com TypeScript e Next.js usando a API do Gemini para gerar descrições detalhadas das imagens, melhorando a acessibilidade para deficientes visuais..","Fri, 10 May 2024 22:15:00 GMT","4"
"Fágner Antônio Beraldo Rezende","https://github.com/Fagner-rezende/Projeto_IA_ALURA_GOOGLE","Guia do Futuro - Chatbot de Orientação Vocacional O Guia do Futuro é um chatbot projetado para ajudar estudantes a descobrir suas paixões e talentos, sugerindo carreiras personalizadas. Usando a inteligência artificial do Google Gemini, o chatbot faz perguntas para entender os interesses do usuário, armazena as respostas e, ao final, apresenta sugestões de carreiras com base nas informações coletadas. A experiência é interativa e personalizada, tornando o chatbot uma ferramenta valiosa para o autoconhecimento e planejamento do futuro. Principais características: Tecnologia IA: Usa o Google Gemini para gerar perguntas e analisar respostas. Ciclo de perguntas: Faz 8 perguntas relevantes para entender o perfil do usuário. Sugestões personalizadas: Oferece 5 sugestões de carreiras alinhadas com os interesses e habilidades do usuário. Experiência interativa: Promove uma jornada de autoconhecimento. Benefícios: Auxilia estudantes na escolha da carreira. Oferece sugestões personalizadas com base em IA. Promove o aut","Fri, 10 May 2024 22:16:00 GMT","19"
"Henry Karla Silva","https://github.com/henrykarla/FirstLLM_Gemini/tree/main","Um jogo de adivinhação aonde a lista é gerada pela IA do Google Gemini. O seu objetivo é acertar 10 países ou capitais desta lista. Caso erre 3 vezes seguidas, o jogo é encerrado.","Fri, 10 May 2024 22:20:00 GMT","3"
"Edoardo Lobl","https://github.com/edoardolobl/HermesAI","HermesAI é um companheiro de aprendizagem de idiomas alimentado por IA que vai além das soluções genéricas, suportando inglês, francês, italiano, espanhol e alemão. Ele aproveita o poder do modelo Gemini Pro do Google para personalizar a experiência de aprendizagem, começando com uma avaliação CEFR interativa para identificar o nível de proficiência do usuário. Um teste de personalidade exclusivo revela o estilo de aprendizagem do usuário, abrindo caminho para um plano de aprendizagem personalizado, repleto de recursos e atividades direcionadas. O HermesAI ainda elabora exercícios personalizados para consolidar o aprendizado, tornando a aquisição de idiomas envolvente e eficaz para cada indivíduo. Este projeto demonstra minha paixão por utilizar IA de ponta para criar experiências de aprendizagem verdadeiramente impactantes.","Fri, 10 May 2024 22:21:00 GMT","5"
"Gustavo Akira Morita Gagliardi","https://github.com/gustavoakira-sw/Gemini_OCR_Notas_Fiscais_Alura_Google","Aplicação web que permite extrair dados de cupons fiscais e obter eles em formato JSON e CSV.","Fri, 10 May 2024 22:21:00 GMT","8"
"Glauber Lúcio Alves Santiago","https://github.com/GlauberLASantiago/SuACria","❀ SuACria (Super Auxiliar de Criatividade) é uma interessante na interseção entre inteligência artificial e criatividade. Este chatbot é alimentado pela IA Gemini do Google, projetado para estimular e inspirar ideias criativas em diversos contextos. SuACria é uma ferramenta útil para artistas, escritores, designers e qualquer profissional que busca um impulso criativo.","Fri, 10 May 2024 22:23:00 GMT","2"
"Rafael","https://github.com/RafaelSaesPalaria/QuickTranslator-extension","Tradutor c/Gemini","Fri, 10 May 2024 22:27:00 GMT","3"
"Gabriel Centeio Freitas","https://github.com/GabrielCenteioFreitas/FindTheClosestTailwindColors-v2","Tailwind CSS é um framework CSS que visa a utilidade, para isso, ele fornece diversas classes utilitárias. Acerca de cores, o Tailwind apresenta uma grande lista de opções, o que facilita a construção de um projeto. Entretanto, ao desenvolver uma aplicação, é comum que o desenvolvedor possua uma cor que deseja utilizar no projeto e que não está na paleta do Tailwind, logo, precisa encontrar uma cor que seja semelhante a desejada. Foi com esse propósito que o Find the closest Tailwind CSS Colors surgiu, tornando-se uma ferramenta que todo desenvolvedor Tailwind precisa. Fácil e intuitivo, nesse site você pode inserir uma cor em código Hex/RGB ou selecioná-la de um seletor de cores e obter instantaneamente as cores mais próximas da paleta Tailwind .Além disso, é possível ver sugestões de cores próximas dadas pelo Gemini, IA do Google, que, em diversos casos, sugere cores melhores do que as encontradas pelos cálculos.","Fri, 10 May 2024 22:28:00 GMT","75"
"Rafaela Alves Magalhães","https://github.com/HttpsMagalhaes/Bot-de-FAQ-para-o-IFSULDEMINAS.?tab=readme-ov-file","Cancele a fila de espera por respostas no IFSULDEMINAS! Vote no meu bot de FAQ! Cansado de esperar por respostas para suas dúvidas na instituição? Chega de perder tempo em filas e ligações! Apresento a solução: um bot de FAQ inteligente que responde às suas perguntas 24/7, em segundos! Com meu bot, você: Encontra respostas instantâneas para suas dúvidas sobre matrículas, horários, serviços estudantis e muito mais. Acessa informações precisas e atualizadas a qualquer hora do dia ou da noite. Evita filas e ligações demoradas, economizando tempo e frustração. Contribui para um IFSULDEMINAS mais eficiente e acessível para todos. Vote em mim agora e ajude a transformar a forma como o IFSULDEMINAS atende seus alunos!  Juntos, podemos construir um futuro mais inteligente e conectado para o IFSULDEMINAS!","Fri, 10 May 2024 22:32:00 GMT","13"
"Kassio Eduardo Burgadon","https://github.com/kassioburgadon/Imersao_Alura","Captura de Scout do Cartola","Fri, 10 May 2024 19:24:00 GMT","3"
"Anabelli Simões Peichó","https://github.com/anabelli-simoes/projeto_alura_google/tree/main","Este projeto é uma tentativa de automatização de tarefas e geração de conteúdo para uma pessoa tomar uma decisão em relação ao seu endereço, seu trabalho e gastos com combustível. Por exemplo: uma pessoa que mora longe do trabalho e quer verificar quanto gastaria em valor bruto do aluguel e quanto gastaria em combustível ao alugar uma casa mais próxima do trabalho. Os dados de entrada seriam: endereço atual da pessoa, endereço do trabalho, cálculo da distância atual, consumo médio do carro, valor do combustível, gasto total atual. A automatização seria a extração de informações automática de dados de anúncios de imóveis e cálculos em relação aos dados de entrada: endereço da casa nova, valor do aluguel bruto, área do imóvel, observação se existe garagem ou não, cálculo da distãncia nova, gasto total novo, economia em relação ao gasto atual, valor do aluguel bruto da casa nova reduzindo a economia de combustível. Plataformas utilizadas: Google Ai Studio - Structured Prompt Algumas falhas do projeto: A leitu","Fri, 10 May 2024 19:26:00 GMT","6"
"Wilmar Wiedermann Gallo Junior","https://github.com/Wilmarjunior/Chatbot-filosofico-","Chatbot filosófico platônico","Fri, 10 May 2024 19:27:00 GMT","3"
"Claudio Marcio Fontana","https://github.com/claudiomfontana/Projeto_Imersao_Alura_4/blob/main/Projeto_Tratamento_Piscina_V1.ipynb","Este projeto implementa um chatbot que auxilia os usuários no tratamento de suas piscinas. O chatbot solicita informações ao usuário sobre sua piscina e, com base nas informações fornecidas, fornece sugestões e recomendações para o tratamento da água.","Fri, 10 May 2024 19:29:00 GMT","2"
"Enzo Frazão Vencio","https://github.com/EnzoFrazao/Project_IA","Guia de Viagens IA.","Fri, 10 May 2024 19:29:00 GMT","22"
"Claudio Marcio Fontana","https://github.com/claudiomfontana/Projeto_Imersao_Alura_4","Este projeto implementa um chatbot que auxilia os usuários no tratamento de suas piscinas. O chatbot solicita informações ao usuário sobre sua piscina e, com base nas informações fornecidas, fornece sugestões e recomendações para o tratamento da água.","Fri, 10 May 2024 19:32:00 GMT","2"
"Anderson de Carvalho","https://github.com/anderoak/projeto_consultor_ai","Consultor AI de Documentos PDF - Este projeto contém um notebook que demonstra como combinar a API Gemini com embeddings para criar um chatbot capaz de responder perguntas sobre o conteúdo de documentos e buscar informações relevantes em uma base de documentos PDF.","Fri, 10 May 2024 19:36:00 GMT","3"
"Cleudeir vieira da silva","https://github.com/Cleudeir/organizador-de-compras","É comum que no dia a dia tenhamos que ir ao supermercado, contudo não é tarefa prazerosa para maioria. Com uma lista não ordenada em mãos acabamos por ir e voltar no mesmo setor. Criei um aplicativo que permite ao usuário adicionar os itens e solicitar ao Gemini que os ordene.","Fri, 10 May 2024 19:40:00 GMT","9"
"Humberto Pereira Bravo","https://github.com/Humba01/imersaoia-alura-project/tree/main","Professor/Assistente de línguas estrangeiras digital: O objetivo dessa iniciativa experimental é incetivar pessoas a estudarem novos idiomas (os suportados pela IA do Google nessa ocasião), utilizando conhecimentos sobre LLMs, a API do Gemini e engenharia de prompt para construir-lo. Onde ao colocar entradas de imagem, vídeo e áudio e depois os de texto, o Gemini em sua versão 1.0 Pro entregará como saída uma explicação satisfatória sob a entrada coloca pelo usuário. Dando tanto explicações de gramática e léxica, como também aspectos socioculturais e as referências com os dados encontrados.","Fri, 10 May 2024 19:42:00 GMT","3"
"Robson Eduardo dos Santos","https://github.com/RobsonEsantos/Departamento_de_vejabem","Aqui na minha empresa, eu e meu sócio costumamos brincar que todas as grandes ideias morrem no departamento de Veja Bem (que geralmente é o papel do financeiro). Pois geralmente uma grande ideia é acompanhada de uma resposta como veja bem, essa ideia é interessante, mas o custo é inviável no momento, etc.... O objetivo deste chat é simular essa experiência, desafiando as ideias propostas pelo usuário.","Fri, 10 May 2024 19:44:00 GMT","6"
"Charles de Arruda Santos","https://github.com/ChazDX/Lista-de-Melhores-Games","Listagem de melhores games da história no formato JSON","Fri, 10 May 2024 19:45:00 GMT","3"
"Tiago Lobato Mansur","https://github.com/tiagolobato/RioGrandeSulRotas","A situação do Rio Grande do Sul é alarmante e muitas estradas se encontram interditadas, bloqueadas ou com desvio. Esse projeto tem como objetivo facilitar a consulta, em tempo real, das rotas e estradas do Rio Grande do Sul, entre as cidades, e possíveis desvios causados pelas chuvas. Como estamos acompanhando, o Rio Grande do Sul tem enfrentado uma grande dificuldade com as chuvas e as enchentes. Muitas pessoas estão desabrigadas, e muitas estão transitando para outras cidades, buscando abrigo ou ajuda. Com as chuvas, muitas estradas foram interditadas ou destruídas, dificultando a movimentação das pessoas. Com essa aplicação, as pessoas vão poder consultar a melhor rota para transitarem de um lugar para outro e ficar cientes de possíveis problemas nas estradas.","Fri, 10 May 2024 19:45:00 GMT","5"
"Rodolfo Wollny Neto","https://github.com/R-Wollny/Valores_Traders","Projeto: Valores & Trader Resumo. Coleta de dados dos principais ativos movimentados pelas Bolsa de Valores no Mundo. Agenda sobre às falas de Dirigentes das principais economias mundiais, inflação, desemprego, geração de emprego, sentimento do consumidor, expectativas indústria, comercio e serviços. Recomendações de Ativos, ações, fundo imobiliários, dividendos, BDRs. Indicadores econômicos IPCA, Selic, IGP-M, Ptax, Dólar, Euro, Ouro, Cripto.","Fri, 10 May 2024 19:48:00 GMT","3"
"Tainara Aquino","https://github.com/Tainara-Aquino/Projeto-A4-Imersao","HydroAlert: Sistema integrado para monitorar os efeitos das mudanças climáticas em bacias hidrográficas usando tecnologias de ponta em geoprocessamento e inteligência artificial. Este projeto fornece uma plataforma interativa que oferece insights em tempo real sobre o fluxo dos rios, qualidade da água e biodiversidade aquática, facilitando a tomada de decisões informada para a gestão sustentável dos recursos hídricos e conservação dos ecossistemas aquáticos.","Fri, 10 May 2024 19:50:00 GMT","4"
"Jefferson Bregalda","https://github.com/Jeffbr7/Projeto_Imersao_IA/blob/main/ShelterAI.ipynb","ShelterAI é uma aplicação de gerenciamento de abrigos para pessoas e animais a fim de garantir o essencial: a vida! Gestão de estoques, vagas para pessoas e animais, transferências de recursos, avisos e informações importantes por meio de Chatbot, solicitações entre abrigos, localização de abrigos para deslocamento. ShelterAI pode ser utilizado para qualquer situação de calamidade ou situação de normalidade onde abrigos públicos necessitam de comunicação e gestão de pessoas e recursos. ShelterAI, garantindo a subsistência de abrigos para pessoas e animais em estado de necessidades essenciais.","Fri, 10 May 2024 19:51:00 GMT","4"
"arthur Bueno Vilas Boas","https://github.com/ArthurBVB/ProjetoAlura/tree/main","Separador de Lixo: Um Passo Rumo à Reciclagem Inteligente","Fri, 10 May 2024 19:51:00 GMT","11"
"Celso Ramos","https://github.com/celsoaramos/imersao-ia","São 3 Projetos em um único (com frontend em prd): Um para te ajudar a bolar um projeto, outro para tirar suas dúvidas de python (subi uma base de conhecimento) e outro que vc informa um github e o gemini retorna dados desse projeto e ate 3 projetos similares. É bom para achar concorrentes, por exemplo.","Fri, 10 May 2024 19:51:00 GMT","3"
"Luan Henrique Lucio Gomes","https://github.com/luanhlgomes/Desafio_Alura/blob/main/Desafio_Alura.ipynb","Descubra os Segredos do Seu Amigo Peludo com um Click! Já se perguntou qual a raça exata do seu cãozinho de estimação? Ou talvez você esteja curioso sobre a origem e temperamento daquele gatinho que acabou de adotar? Apresentamos a solução perfeita para desvendar os mistérios do seu companheiro animal! Nossa inovadora aplicação utiliza o poder da inteligência artificial do Google Cloud Vision API para analisar imagens de animais e fornecer informações fascinantes sobre eles. Com apenas um clique, você pode descobrir: Raça: Identifique a raça do seu animal de estimação com precisão, desde as mais comuns até as mais exóticas. Temperamento: Conheça as características comportamentais típicas da raça, como nível de energia, sociabilidade e necessidades de treinamento. País de Origem: Descubra de onde vem a linhagem do seu amigo peludo e explore a história fascinante por trás da raça. E tem mais! Interface amigável: Simples e intuitivo, o aplicativo é fácil de usar para todos. Resultados rápidos: Obtenha as infor","Fri, 10 May 2024 19:51:00 GMT","3"
"Pedro Serpa","https://github.com/PedroSerpa1234/Pedro-Serpa.git","Trabalho.","Fri, 10 May 2024 19:52:00 GMT","2"
"Lavinia Matos","https://gemini.google.com/app","Proposta de viagem","Fri, 10 May 2024 19:53:00 GMT","2"
"Ohannna Schmitt Bolfe","https://github.com/OhannaBolfe/ProjetoAlura_MathML/tree/main","Conversão de expressão em código MathML","Fri, 10 May 2024 19:53:00 GMT","2"
"Gustavo Soares Silva","https://github.com/KGurito/Classifica_Imagens","Trata-se de um projeto para classificação de imagens com erros ortográficos.","Fri, 10 May 2024 19:56:00 GMT","16"
"Rafael Baptista","https://github.com/rafaelkbaptista/Alura","Você já pensou que o simples fato de visualizar uma imagem pode ser uma tarefa complicada ou impossível para algumas pessoas? Para resolver esse problema foi criado o ImageReader, um chatbot feito especialmente para os deficientes visuais com a intenção de promover a inclusão e tornar as redes mais acessíveis a todos. Seu funcionamento é simples e intuitivo: o usuário seleciona uma foto de seu computador e o chatbot fornece uma descrição detalhada do contexto da imagem. Dessa maneira, o esperado é promover uma maior autonomia para o deficiente visual no mundo digital :)","Fri, 10 May 2024 19:57:00 GMT","4"
"Fabio Henrique santos Leite","https://github.com/fabiohsanto","breve resumo das metas, objetivos e necessidade do projeto, que não deve ultrapassar um ou dois parágrafos. A proposta do projeto fornecerá informações mais detalhadas","Fri, 10 May 2024 20:01:00 GMT","3"
"Terezinha Freire Carvalho de Sousa","https://github.com/terezafcsousa2/acessibilidade_imagens_imersao/blob/main/README.md","Segundo o IBGE milhões de brasiliros tem dificiência visual grave ou cegueira total, para que essas pessoas tenham uma experiência positiva ao navegar em sites a descrição de imagens é um fator importante para que essas pessoas possam navegar com independencia. Esse programa é voltado para as pessoas que criam esses sites. Rodando o programa vai aparecer um campo para colocar a URL de um site. O programa retornará se o site tem imagens sem descrição. Possibilitando que o programador possa corrigir o erro. Pessoas com deficiência visual utilizam leitor de tela para navegarem nos sites. Não colocar descrição nas imagens é como mostar uma tela em branco para uma pessoa que encherga.","Fri, 10 May 2024 20:03:00 GMT","6"
"Gabriel Spaggiari","https://github.com/spaggiariGabe/Projeto-Alura-Aula-4","Chatbot Reciclagem: Seu guia para um mundo mais sustentável!","Fri, 10 May 2024 20:04:00 GMT","5"
"Vitor Cardoso dos Santos Borges","https://github.com/VitorCardosoGitHub/GeminiTalk","GEMINITALK - CONVERSE COM O GEMINI SEM USAR AS MÃOS! O GeminiTalk responde em português e inglês sem precisar digitar nada. Basta falar com ele pelo microfone! E não se preocupe em perder uma resposta - o GeminiTalk emite notificações sonoras para manter você engajado durante a conversa! Para quem deseja praticar e aprimorar suas habilidades linguísticas ou apenas desabafar, o GeminiTalk será seu companheiro nessa jornada.","Fri, 10 May 2024 20:10:00 GMT","35"
"Marcelo Fernandes","https://github.com/marcelosi10/PesquisasCelulasTronco/blob/main/PesquisaCelulasTronco.ipynb","(%) Avanços nas Pesquisas com Células Tronco","Fri, 10 May 2024 20:11:00 GMT","4"
"André Marto","https://github.com/andreavenue/maquina_do_tempo/tree/main","Imagine a oportunidade única de conversar com as mentes mais brilhantes e figuras mais fascinantes da história. Isso é possível com nosso chatbot de viagem no tempo! Este projeto inovador te leva a uma aventura interativa através das eras, onde você pode conversar com personagens históricos, aprender sobre seus mundos e até influenciar o curso da conversa com suas escolhas. Cada diálogo é uma jornada única, repleta de surpresas, humor e inteligência, cuidadosamente elaborada para oferecer uma experiência educativa e divertida. Prepare-se para expandir seus conhecimentos, testar sua inteligência e se divertir como nunca com este portal para o passado. Abrace a História como nunca antes e reescreva-a com suas próprias mãos!","Fri, 10 May 2024 20:11:00 GMT","4"
